Vastus medialis (mV)	Time (ms)
-0.0053	0.203
-0.0008	0.204
0.0067	0.205
0.015	0.206
0.009	0.207
0.0105	0.208
0.0082	0.209
0.0105	0.21
0.018	0.211
0.0135	0.212
0.0097	0.213
0.0052	0.214
-0.0053	0.215
-0.0143	0.216
-0.0256	0.217
-0.024	0.218
-0.0143	0.219
-0.0075	0.22
-0.0008	0.221
-0.0008	0.222
-0.0015	0.223
0.0045	0.224
0.003	0.225
0.0052	0.226
0.012	0.227
0.009	0.228
0.0	0.229
-0.003	0.23
-0.0038	0.231
-0.0113	0.232
-0.0143	0.233
-0.0128	0.234
-0.003	0.235
0.0007	0.236
0.0015	0.237
0.0075	0.238
0.0135	0.239
0.018	0.24
0.0225	0.241
0.0285	0.242
0.0352	0.243
0.033	0.244
0.0217	0.245
0.0045	0.246
-0.0128	0.247
-0.0278	0.248
-0.0398	0.249
-0.0488	0.25
-0.0436	0.251
-0.0293	0.252
-0.0181	0.253
-0.0128	0.254
-0.0068	0.255
0.0007	0.256
0.0067	0.257
0.015	0.258
0.033	0.259
0.0487	0.26
0.0382	0.261
0.0232	0.262
0.0052	0.263
-0.0165	0.264
-0.0285	0.265
-0.042	0.266
-0.0443	0.267
-0.0405	0.268
-0.024	0.269
-0.0053	0.27
0.0037	0.271
0.015	0.272
0.021	0.273
0.0277	0.274
0.0315	0.275
0.0345	0.276
0.0405	0.277
0.0322	0.278
0.0187	0.279
0.0045	0.28
-0.0105	0.281
-0.021	0.282
-0.0308	0.283
-0.0323	0.284
-0.024	0.285
-0.0135	0.286
-0.0046	0.287
-0.0008	0.288
0.003	0.289
0.0052	0.29
0.009	0.291
0.0142	0.292
0.027	0.293
0.0367	0.294
0.0315	0.295
0.0202	0.296
0.0052	0.297
-0.0083	0.298
-0.0233	0.299
-0.0338	0.3
-0.0315	0.301
-0.0203	0.302
-0.0143	0.303
-0.0113	0.304
-0.0046	0.305
-0.003	0.306
-0.0008	0.307
0.0007	0.308
0.0045	0.309
0.0157	0.31
0.0165	0.311
0.0105	0.312
0.0007	0.313
-0.0083	0.314
-0.0128	0.315
-0.0165	0.316
-0.0181	0.317
-0.012	0.318
-0.0015	0.319
0.0037	0.32
0.0082	0.321
0.0157	0.322
0.0195	0.323
0.0172	0.324
0.015	0.325
0.0165	0.326
0.0172	0.327
0.0112	0.328
0.006	0.329
-0.0008	0.33
-0.0091	0.331
-0.0225	0.332
-0.0346	0.333
-0.033	0.334
-0.0218	0.335
-0.0091	0.336
-0.0046	0.337
0.0045	0.338
0.0142	0.339
0.0277	0.34
0.0405	0.341
0.0367	0.342
0.033	0.343
0.021	0.344
-0.0008	0.345
-0.0181	0.346
-0.0308	0.347
-0.0368	0.348
-0.0488	0.349
-0.0511	0.35
-0.042	0.351
-0.0346	0.352
-0.0256	0.353
-0.0165	0.354
-0.0053	0.355
0.0045	0.356
0.012	0.357
0.018	0.358
0.0255	0.359
0.0352	0.36
0.0352	0.361
0.0307	0.362
0.0225	0.363
0.0082	0.364
-0.0038	0.365
-0.0165	0.366
-0.0195	0.367
-0.0113	0.368
-0.0023	0.369
-0.0015	0.37
-0.0015	0.371
0.0022	0.372
0.0067	0.373
0.0097	0.374
0.0142	0.375
0.0217	0.376
0.024	0.377
0.0187	0.378
0.0127	0.379
0.003	0.38
-0.0068	0.381
-0.0181	0.382
-0.027	0.383
-0.0256	0.384
-0.0188	0.385
-0.0083	0.386
-0.0023	0.387
0.0015	0.388
0.0082	0.389
0.012	0.39
0.0165	0.391
0.0217	0.392
0.0277	0.393
0.0277	0.394
0.015	0.395
-0.0015	0.396
-0.0091	0.397
-0.0195	0.398
-0.0315	0.399
-0.033	0.4
-0.0308	0.401
-0.0233	0.402
-0.0098	0.403
-0.003	0.404
0.0052	0.405
0.0112	0.406
0.0142	0.407
0.0142	0.408
0.0142	0.409
0.0195	0.41
0.0195	0.411
0.009	0.412
-0.0053	0.413
-0.012	0.414
-0.0203	0.415
-0.0293	0.416
-0.0285	0.417
-0.0218	0.418
-0.0083	0.419
-0.0053	0.42
0.0007	0.421
0.0075	0.422
0.0082	0.423
0.0135	0.424
0.018	0.425
0.0277	0.426
0.0277	0.427
0.0195	0.428
0.0127	0.429
-0.0015	0.43
-0.012	0.431
-0.0203	0.432
-0.027	0.433
-0.0256	0.434
-0.0181	0.435
-0.0091	0.436
-0.0053	0.437
-0.0008	0.438
0.003	0.439
0.0082	0.44
0.009	0.441
0.0127	0.442
0.0217	0.443
0.0195	0.444
0.0135	0.445
0.0045	0.446
0.0007	0.447
-0.0038	0.448
-0.0128	0.449
-0.0143	0.45
-0.012	0.451
-0.0046	0.452
0.0015	0.453
0.0052	0.454
0.009	0.455
0.0067	0.456
0.0067	0.457
0.009	0.458
0.0105	0.459
0.0142	0.46
0.0127	0.461
0.0052	0.462
-0.0015	0.463
-0.0113	0.464
-0.0195	0.465
-0.027	0.466
-0.027	0.467
-0.0158	0.468
-0.0023	0.469
0.0067	0.47
0.0082	0.471
0.0045	0.472
0.0	0.473
-0.0008	0.474
0.0045	0.475
0.0142	0.476
0.0195	0.477
0.0165	0.478
0.009	0.479
0.0007	0.48
-0.0068	0.481
-0.0158	0.482
-0.0233	0.483
-0.0233	0.484
-0.0158	0.485
-0.0068	0.486
-0.0038	0.487
0.0007	0.488
0.0045	0.489
0.0067	0.49
0.009	0.491
0.0135	0.492
0.0217	0.493
0.021	0.494
0.0142	0.495
0.0052	0.496
-0.0038	0.497
-0.0105	0.498
-0.021	0.499
-0.027	0.5
-0.0225	0.501
-0.012	0.502
-0.006	0.503
-0.0015	0.504
0.0037	0.505
0.0052	0.506
0.006	0.507
0.009	0.508
0.0195	0.509
0.0255	0.51
0.0195	0.511
0.012	0.512
0.003	0.513
-0.0053	0.514
-0.0128	0.515
-0.0233	0.516
-0.0263	0.517
-0.021	0.518
-0.0113	0.519
-0.0046	0.52
0.0007	0.521
0.0045	0.522
0.0045	0.523
0.0067	0.524
0.0142	0.525
0.0247	0.526
0.024	0.527
0.0157	0.528
0.0082	0.529
-0.0015	0.53
-0.0091	0.531
-0.0181	0.532
-0.0256	0.533
-0.0225	0.534
-0.0128	0.535
-0.006	0.536
-0.0038	0.537
0.003	0.538
0.006	0.539
0.0045	0.54
0.009	0.541
0.0127	0.542
0.0165	0.543
0.0172	0.544
0.0105	0.545
0.0022	0.546
-0.0046	0.547
-0.0105	0.548
-0.0181	0.549
-0.021	0.55
-0.0188	0.551
-0.0068	0.552
0.0	0.553
0.0	0.554
0.0045	0.555
0.009	0.556
0.0112	0.557
0.012	0.558
0.0142	0.559
0.0157	0.56
0.012	0.561
0.006	0.562
-0.0008	0.563
-0.0083	0.564
-0.0195	0.565
-0.024	0.566
-0.0256	0.567
-0.0256	0.568
-0.021	0.569
-0.0188	0.57
-0.0143	0.571
-0.0091	0.572
-0.003	0.573
0.0015	0.574
0.0037	0.575
0.0127	0.576
0.0187	0.577
0.0195	0.578
0.0165	0.579
0.0082	0.58
0.0	0.581
-0.0091	0.582
-0.0105	0.583
-0.0046	0.584
0.003	0.585
0.0082	0.586
0.0082	0.587
0.0127	0.588
0.0142	0.589
0.0165	0.59
0.0187	0.591
0.0202	0.592
0.027	0.593
0.0217	0.594
0.0112	0.595
0.0045	0.596
-0.0038	0.597
-0.012	0.598
-0.0233	0.599
-0.0263	0.6
-0.0195	0.601
-0.0098	0.602
-0.0038	0.603
-0.0008	0.604
0.0052	0.605
0.0105	0.606
0.012	0.607
0.0142	0.608
0.018	0.609
0.0187	0.61
0.0142	0.611
0.0037	0.612
-0.0053	0.613
-0.0105	0.614
-0.0203	0.615
-0.0256	0.616
-0.0256	0.617
-0.0188	0.618
-0.0075	0.619
-0.003	0.62
0.0007	0.621
0.0052	0.622
0.006	0.623
0.006	0.624
0.0105	0.625
0.0157	0.626
0.0157	0.627
0.0075	0.628
0.0007	0.629
-0.006	0.63
-0.015	0.631
-0.0233	0.632
-0.0248	0.633
-0.0188	0.634
-0.0113	0.635
-0.0046	0.636
-0.0008	0.637
0.0045	0.638
0.0052	0.639
0.0067	0.64
0.009	0.641
0.0135	0.642
0.0217	0.643
0.0195	0.644
0.0097	0.645
-0.0008	0.646
-0.0068	0.647
-0.0128	0.648
-0.0203	0.649
-0.0233	0.65
-0.0158	0.651
-0.003	0.652
0.0007	0.653
0.003	0.654
0.0052	0.655
0.0052	0.656
0.0097	0.657
0.0127	0.658
0.0187	0.659
0.0217	0.66
0.0142	0.661
0.0067	0.662
-0.0015	0.663
-0.012	0.664
-0.0203	0.665
-0.0256	0.666
-0.0233	0.667
-0.015	0.668
-0.0053	0.669
-0.0023	0.67
-0.0015	0.671
0.003	0.672
0.0067	0.673
0.0067	0.674
0.009	0.675
0.015	0.676
0.0127	0.677
0.0052	0.678
-0.003	0.679
-0.0068	0.68
-0.0113	0.681
-0.0218	0.682
-0.0218	0.683
-0.0128	0.684
-0.0008	0.685
0.0045	0.686
0.0052	0.687
0.0082	0.688
0.009	0.689
0.009	0.69
0.0112	0.691
0.0165	0.692
0.021	0.693
0.018	0.694
0.0082	0.695
0.0	0.696
-0.0053	0.697
-0.0128	0.698
-0.0203	0.699
-0.0233	0.7
-0.0173	0.701
-0.0075	0.702
-0.003	0.703
0.0	0.704
0.006	0.705
0.0082	0.706
0.0112	0.707
0.0142	0.708
0.0202	0.709
0.0232	0.71
0.0142	0.711
0.0052	0.712
-0.0046	0.713
-0.0128	0.714
-0.0181	0.715
-0.0233	0.716
-0.0195	0.717
-0.0105	0.718
-0.0068	0.719
-0.003	0.72
0.0022	0.721
0.0045	0.722
0.0045	0.723
0.0052	0.724
0.0105	0.725
0.0172	0.726
0.015	0.727
0.0097	0.728
0.003	0.729
-0.003	0.73
-0.012	0.731
-0.0218	0.732
-0.0203	0.733
-0.015	0.734
-0.0068	0.735
-0.003	0.736
-0.0008	0.737
0.0067	0.738
0.0075	0.739
0.0075	0.74
0.0082	0.741
0.0142	0.742
0.0217	0.743
0.0157	0.744
0.006	0.745
-0.0038	0.746
-0.0091	0.747
-0.0173	0.748
-0.0225	0.749
-0.0181	0.75
-0.0135	0.751
-0.006	0.752
-0.0015	0.753
0.0007	0.754
0.003	0.755
0.0052	0.756
0.012	0.757
0.0142	0.758
0.0172	0.759
0.0202	0.76
0.0157	0.761
0.0082	0.762
0.0	0.763
-0.0098	0.764
-0.0181	0.765
-0.024	0.766
-0.0233	0.767
-0.015	0.768
-0.0083	0.769
-0.0046	0.77
-0.0008	0.771
0.003	0.772
0.0075	0.773
0.0105	0.774
0.0165	0.775
0.0232	0.776
0.0187	0.777
0.0105	0.778
0.003	0.779
-0.0046	0.78
-0.0135	0.781
-0.0218	0.782
-0.0225	0.783
-0.0195	0.784
-0.0083	0.785
-0.003	0.786
-0.0023	0.787
0.003	0.788
0.0045	0.789
0.0082	0.79
0.0097	0.791
0.0157	0.792
0.0217	0.793
0.0142	0.794
0.0075	0.795
-0.0008	0.796
-0.0098	0.797
-0.0173	0.798
-0.024	0.799
-0.0233	0.8
-0.012	0.801
-0.003	0.802
0.0	0.803
0.0015	0.804
0.0067	0.805
0.0112	0.806
0.0127	0.807
0.0172	0.808
0.0225	0.809
0.0225	0.81
0.0165	0.811
0.0045	0.812
-0.003	0.813
-0.0105	0.814
-0.0195	0.815
-0.024	0.816
-0.0225	0.817
-0.015	0.818
-0.0083	0.819
-0.003	0.82
0.0015	0.821
0.0037	0.822
0.0052	0.823
0.0067	0.824
0.0135	0.825
0.0202	0.826
0.0187	0.827
0.0135	0.828
0.0045	0.829
-0.0046	0.83
-0.015	0.831
-0.024	0.832
-0.024	0.833
-0.0165	0.834
-0.0053	0.835
-0.0023	0.836
0.0007	0.837
0.0052	0.838
0.006	0.839
0.0075	0.84
0.012	0.841
0.0195	0.842
0.0217	0.843
0.0165	0.844
0.0075	0.845
-0.0015	0.846
-0.0091	0.847
-0.0173	0.848
-0.0225	0.849
-0.0233	0.85
-0.0165	0.851
-0.0075	0.852
-0.003	0.853
0.0007	0.854
0.003	0.855
0.0067	0.856
0.009	0.857
0.0142	0.858
0.0202	0.859
0.0195	0.86
0.0127	0.861
0.006	0.862
-0.003	0.863
-0.0105	0.864
-0.0195	0.865
-0.0233	0.866
-0.0203	0.867
-0.0135	0.868
-0.0068	0.869
-0.003	0.87
0.0037	0.871
0.0045	0.872
0.006	0.873
0.009	0.874
0.0127	0.875
0.0195	0.876
0.0165	0.877
0.0097	0.878
0.0	0.879
-0.0091	0.88
-0.0158	0.881
-0.0233	0.882
-0.024	0.883
-0.0195	0.884
-0.0091	0.885
-0.0023	0.886
0.0037	0.887
0.0105	0.888
0.0105	0.889
0.0105	0.89
0.0135	0.891
0.0202	0.892
0.021	0.893
0.015	0.894
0.006	0.895
-0.003	0.896
-0.0083	0.897
-0.0165	0.898
-0.021	0.899
-0.021	0.9
-0.012	0.901
-0.0015	0.902
-0.0008	0.903
0.0015	0.904
0.003	0.905
0.0067	0.906
0.0105	0.907
0.0127	0.908
0.0195	0.909
0.018	0.91
0.012	0.911
0.0052	0.912
-0.003	0.913
-0.0113	0.914
-0.0203	0.915
-0.024	0.916
-0.0195	0.917
-0.0105	0.918
-0.0046	0.919
0.0015	0.92
0.0052	0.921
0.0045	0.922
0.0097	0.923
0.0157	0.924
0.0202	0.925
0.0255	0.926
0.0202	0.927
0.012	0.928
0.0015	0.929
-0.0091	0.93
-0.0181	0.931
-0.024	0.932
-0.0233	0.933
-0.0181	0.934
-0.0105	0.935
-0.0068	0.936
-0.0008	0.937
0.0052	0.938
0.0052	0.939
0.0052	0.94
0.0105	0.941
0.0195	0.942
0.0195	0.943
0.0142	0.944
0.006	0.945
-0.0053	0.946
-0.0105	0.947
-0.0218	0.948
-0.0293	0.949
-0.0256	0.95
-0.0143	0.951
-0.0046	0.952
-0.0008	0.953
0.0015	0.954
0.003	0.955
0.0052	0.956
0.0082	0.957
0.0165	0.958
0.0262	0.959
0.0232	0.96
0.0142	0.961
0.0052	0.962
-0.0046	0.963
-0.0143	0.964
-0.021	0.965
-0.0233	0.966
-0.021	0.967
-0.012	0.968
-0.0053	0.969
-0.0015	0.97
0.003	0.971
0.006	0.972
0.0082	0.973
0.0127	0.974
0.0195	0.975
0.0217	0.976
0.0187	0.977
0.0105	0.978
0.0015	0.979
-0.0068	0.98
-0.015	0.981
-0.0218	0.982
-0.0218	0.983
-0.012	0.984
-0.003	0.985
-0.0023	0.986
0.0015	0.987
0.0067	0.988
0.0052	0.989
0.009	0.99
0.0135	0.991
0.021	0.992
0.0217	0.993
0.0135	0.994
0.0052	0.995
-0.0053	0.996
-0.0143	0.997
-0.0256	0.998
-0.0315	0.999
-0.0308	1.0
-0.0181	1.001
-0.0075	1.002
-0.003	1.003
0.0067	1.004
0.0142	1.005
0.0217	1.006
0.0187	1.007
0.0232	1.008
0.0307	1.009
0.0232	1.01
0.015	1.011
0.003	1.012
-0.0068	1.013
-0.0165	1.014
-0.0256	1.015
-0.024	1.016
-0.0218	1.017
-0.0143	1.018
-0.0053	1.019
-0.0015	1.02
0.003	1.021
0.0052	1.022
0.0075	1.023
0.0112	1.024
0.0187	1.025
0.021	1.026
0.0157	1.027
0.0075	1.028
-0.0008	1.029
-0.0083	1.03
-0.0195	1.031
-0.027	1.032
-0.0248	1.033
-0.0158	1.034
-0.0068	1.035
-0.003	1.036
0.0007	1.037
0.0052	1.038
0.0075	1.039
0.0105	1.04
0.015	1.041
0.0195	1.042
0.0195	1.043
0.0157	1.044
0.0082	1.045
-0.0008	1.046
-0.0098	1.047
-0.0181	1.048
-0.0248	1.049
-0.0233	1.05
-0.012	1.051
-0.003	1.052
-0.0008	1.053
0.006	1.054
0.009	1.055
0.0105	1.056
0.0105	1.057
0.0135	1.058
0.0195	1.059
0.018	1.06
0.012	1.061
0.0015	1.062
-0.0098	1.063
-0.0181	1.064
-0.024	1.065
-0.0248	1.066
-0.0195	1.067
-0.0091	1.068
-0.003	1.069
0.0045	1.07
0.0082	1.071
0.0082	1.072
0.0105	1.073
0.012	1.074
0.0187	1.075
0.0225	1.076
0.0142	1.077
0.0052	1.078
-0.0038	1.079
-0.0113	1.08
-0.0181	1.081
-0.024	1.082
-0.0225	1.083
-0.0128	1.084
-0.0068	1.085
-0.0023	1.086
0.0045	1.087
0.0067	1.088
0.009	1.089
0.0105	1.09
0.0142	1.091
0.0202	1.092
0.021	1.093
0.0127	1.094
0.0	1.095
-0.0075	1.096
-0.015	1.097
-0.0233	1.098
-0.0263	1.099
-0.0233	1.1
-0.0135	1.101
-0.0053	1.102
-0.003	1.103
0.0015	1.104
0.0067	1.105
0.0075	1.106
0.0105	1.107
0.0157	1.108
0.0165	1.109
0.0142	1.11
0.012	1.111
0.0045	1.112
-0.003	1.113
-0.0098	1.114
-0.0173	1.115
-0.0173	1.116
-0.012	1.117
-0.0015	1.118
-0.0008	1.119
0.0007	1.12
0.003	1.121
0.003	1.122
0.0052	1.123
0.009	1.124
0.018	1.125
0.0195	1.126
0.012	1.127
0.006	1.128
-0.0015	1.129
-0.0105	1.13
-0.0173	1.131
-0.0233	1.132
-0.024	1.133
-0.0143	1.134
-0.0053	1.135
-0.0015	1.136
0.0022	1.137
0.003	1.138
0.0082	1.139
0.0105	1.14
0.0127	1.141
0.021	1.142
0.021	1.143
0.012	1.144
0.0015	1.145
-0.0053	1.146
-0.0113	1.147
-0.0188	1.148
-0.0218	1.149
-0.0165	1.15
-0.0075	1.151
-0.003	1.152
0.0007	1.153
0.0052	1.154
0.006	1.155
0.0097	1.156
0.0127	1.157
0.018	1.158
0.0202	1.159
0.0165	1.16
0.012	1.161
0.003	1.162
-0.0046	1.163
-0.0143	1.164
-0.0248	1.165
-0.024	1.166
-0.0158	1.167
-0.006	1.168
-0.003	1.169
0.0	1.17
0.0045	1.171
0.0037	1.172
0.0067	1.173
0.0097	1.174
0.0195	1.175
0.021	1.176
0.0142	1.177
0.006	1.178
-0.003	1.179
-0.0091	1.18
-0.021	1.181
-0.0233	1.182
-0.0218	1.183
-0.0143	1.184
-0.0046	1.185
-0.0015	1.186
0.0052	1.187
0.009	1.188
0.0097	1.189
0.009	1.19
0.012	1.191
0.0195	1.192
0.0165	1.193
0.0067	1.194
0.0007	1.195
-0.0038	1.196
-0.0105	1.197
-0.0195	1.198
-0.0225	1.199
-0.0165	1.2
-0.0053	1.201
-0.0015	1.202
0.0007	1.203
0.0045	1.204
0.006	1.205
0.009	1.206
0.0105	1.207
0.0142	1.208
0.0202	1.209
0.0157	1.21
0.0075	1.211
-0.0008	1.212
-0.0091	1.213
-0.0173	1.214
-0.0256	1.215
-0.0233	1.216
-0.0158	1.217
-0.0068	1.218
-0.0023	1.219
0.0015	1.22
0.0045	1.221
0.0052	1.222
0.0075	1.223
0.0127	1.224
0.0202	1.225
0.0195	1.226
0.0142	1.227
0.0052	1.228
-0.0038	1.229
-0.0113	1.23
-0.0195	1.231
-0.0233	1.232
-0.0218	1.233
-0.0128	1.234
-0.0053	1.235
-0.003	1.236
0.0015	1.237
0.0067	1.238
0.0075	1.239
0.0082	1.24
0.0157	1.241
0.0225	1.242
0.0225	1.243
0.0157	1.244
0.0037	1.245
-0.0053	1.246
-0.0158	1.247
-0.0225	1.248
-0.0233	1.249
-0.0195	1.25
-0.0068	1.251
-0.0015	1.252
0.0015	1.253
0.0052	1.254
0.0052	1.255
0.009	1.256
0.0105	1.257
0.015	1.258
0.0172	1.259
0.012	1.26
0.0045	1.261
-0.0046	1.262
-0.0091	1.263
-0.0143	1.264
-0.0165	1.265
-0.0135	1.266
-0.0053	1.267
0.0	1.268
0.0007	1.269
0.0075	1.27
0.0105	1.271
0.009	1.272
0.0097	1.273
0.0142	1.274
0.0195	1.275
0.018	1.276
0.0097	1.277
0.0007	1.278
-0.0068	1.279
-0.0135	1.28
-0.0218	1.281
-0.0263	1.282
-0.0181	1.283
-0.0075	1.284
-0.0046	1.285
0.0	1.286
0.0037	1.287
0.0067	1.288
0.0082	1.289
0.0075	1.29
0.0135	1.291
0.0172	1.292
0.015	1.293
0.009	1.294
-0.0008	1.295
-0.0083	1.296
-0.0165	1.297
-0.0256	1.298
-0.024	1.299
-0.0195	1.3
-0.0083	1.301
-0.0038	1.302
-0.0015	1.303
0.003	1.304
0.0045	1.305
0.0052	1.306
0.0075	1.307
0.0172	1.308
0.0195	1.309
0.0135	1.31
0.0045	1.311
-0.0046	1.312
-0.0128	1.313
-0.021	1.314
-0.0233	1.315
-0.0218	1.316
-0.0128	1.317
-0.0068	1.318
-0.003	1.319
0.0067	1.32
0.0112	1.321
0.0135	1.322
0.0135	1.323
0.0165	1.324
0.0225	1.325
0.0202	1.326
0.012	1.327
0.003	1.328
-0.0053	1.329
-0.0135	1.33
-0.0225	1.331
-0.0256	1.332
-0.0195	1.333
-0.0083	1.334
-0.0038	1.335
0.0007	1.336
0.0067	1.337
0.0067	1.338
0.0082	1.339
0.0112	1.34
0.0172	1.341
0.0232	1.342
0.0202	1.343
0.0127	1.344
0.0045	1.345
-0.003	1.346
-0.0135	1.347
-0.021	1.348
-0.024	1.349
-0.0165	1.35
-0.0068	1.351
-0.003	1.352
0.0007	1.353
0.0037	1.354
0.0075	1.355
0.009	1.356
0.0127	1.357
0.0225	1.358
0.0232	1.359
0.0165	1.36
0.0052	1.361
-0.0046	1.362
-0.0128	1.363
-0.0225	1.364
-0.0256	1.365
-0.0218	1.366
-0.0158	1.367
-0.0083	1.368
-0.0023	1.369
0.0015	1.37
0.0052	1.371
0.0075	1.372
0.009	1.373
0.0157	1.374
0.0217	1.375
0.018	1.376
0.0112	1.377
0.0022	1.378
-0.0053	1.379
-0.0128	1.38
-0.0225	1.381
-0.024	1.382
-0.0165	1.383
-0.0068	1.384
-0.0015	1.385
0.0015	1.386
0.0067	1.387
0.0097	1.388
0.0097	1.389
0.015	1.39
0.0217	1.391
0.0202	1.392
0.0127	1.393
0.003	1.394
-0.003	1.395
-0.0105	1.396
-0.0195	1.397
-0.0248	1.398
-0.0278	1.399
-0.021	1.4
-0.0083	1.401
-0.003	1.402
0.003	1.403
0.009	1.404
0.0112	1.405
0.0112	1.406
0.0142	1.407
0.0202	1.408
0.0195	1.409
0.0127	1.41
0.0052	1.411
-0.006	1.412
-0.0158	1.413
-0.021	1.414
-0.024	1.415
-0.0195	1.416
-0.012	1.417
-0.0068	1.418
-0.0038	1.419
0.0022	1.42
0.0075	1.421
0.0105	1.422
0.0105	1.423
0.0157	1.424
0.0232	1.425
0.018	1.426
0.0105	1.427
0.0015	1.428
-0.0068	1.429
-0.0128	1.43
-0.021	1.431
-0.0218	1.432
-0.0173	1.433
-0.0083	1.434
-0.003	1.435
-0.0008	1.436
0.0045	1.437
0.0067	1.438
0.0082	1.439
0.0105	1.44
0.018	1.441
0.0225	1.442
0.018	1.443
0.0082	1.444
-0.0015	1.445
-0.0105	1.446
-0.0195	1.447
-0.0256	1.448
-0.0233	1.449
-0.015	1.45
-0.0068	1.451
-0.003	1.452
0.0015	1.453
0.006	1.454
0.0082	1.455
0.012	1.456
0.018	1.457
0.027	1.458
0.027	1.459
0.018	1.46
0.0082	1.461
-0.003	1.462
-0.0143	1.463
-0.0218	1.464
-0.0256	1.465
-0.0203	1.466
-0.0128	1.467
-0.0075	1.468
-0.003	1.469
0.0007	1.47
0.0037	1.471
0.0067	1.472
0.0097	1.473
0.0157	1.474
0.0217	1.475
0.0157	1.476
0.0045	1.477
-0.0068	1.478
-0.0143	1.479
-0.021	1.48
-0.0263	1.481
-0.0256	1.482
-0.015	1.483
-0.0046	1.484
-0.0015	1.485
0.0045	1.486
0.0082	1.487
0.0105	1.488
0.0142	1.489
0.0127	1.49
0.018	1.491
0.0217	1.492
0.0195	1.493
0.012	1.494
0.0007	1.495
-0.0075	1.496
-0.0181	1.497
-0.0256	1.498
-0.024	1.499
-0.0188	1.5
-0.012	1.501
-0.0083	1.502
-0.0083	1.503
-0.0091	1.504
-0.012	1.505
-0.012	1.506
-0.0038	1.507
0.003	1.508
0.0045	1.509
0.0015	1.51
